0.4015871	-0.32757288	-0.40285668	-0.19558892	0.15489404	-0.21928905	-0.004755165	-0.15497166	0.13970697	0.31063747	0.09833135	-0.14035682	0.072834544	-0.2528352	-0.03772437	0.14771633
0.45960146	-0.5922097	0.17897709	-0.602296	0.31329933	-0.6226886	-0.025821406	-0.3231564	-0.11194165	-0.08612964	0.04038066	-0.430219	0.22061922	-0.11974552	0.17612271	0.3625759
0.4504699	-0.32887596	-0.42787397	0.084510036	-0.17763585	0.23457697	-0.09310926	0.173422	0.21868782	0.3546903	0.035515085	0.22761568	-0.055836257	-0.38215587	0.37615743	-0.2457218
0.24406855	0.11309095	-0.65036726	0.05847794	-0.142229	0.0009650251	0.045669653	0.13624184	0.37602207	0.42685774	-0.13608384	-0.026692934	0.10385633	-0.24072686	-0.19375065	0.1576344
0.2712393	0.19747953	-0.41530138	0.06020326	0.16926806	0.06217634	0.2882335	0.0065061217	0.049147572	0.19213232	0.17560813	-0.006954919	-0.086414844	-0.12352943	-0.33048585	0.13539527
0.27951777	-0.39170173	-0.65975446	0.6332934	-0.5752949	0.71715236	-0.2647317	0.5002825	0.4289445	0.8112587	-0.22634335	0.5487505	-0.1879549	-0.71112823	0.6555198	-0.5933204
0.13393384	-0.49834168	-0.1543152	-0.24379034	0.107269436	-0.4096552	-0.22814792	-0.24335147	0.13683844	0.22128084	-0.037079263	-0.2522052	0.19808723	-0.2770354	0.24918793	0.20662983
0.23560531	-0.32036334	-0.20346338	0.08513016	0.18387546	-0.035415445	-0.05398628	-0.28383157	-0.07148806	0.24372806	0.27844733	0.03676904	-0.17170703	-0.34478304	0.04634027	-0.046262085
0.3098532	0.18934269	-0.79073936	0.6234618	-0.23289652	0.7822324	0.29190338	0.18833658	0.1922238	0.7289441	0.22676553	0.75423944	-0.5037707	-0.55101496	0.004497146	-0.6800191
0.23502341	-0.36964208	-0.39125666	0.093727775	-0.16278672	0.031167746	-0.25094444	0.109465666	0.30817416	0.42664975	-0.10709114	-0.05775528	0.1219515	-0.34545213	0.34350398	-0.06639951
-0.266429	-0.66199964	-0.074324265	0.16869481	-0.022306342	-0.43603185	-0.4554086	-0.483858	-0.03683167	0.44322821	0.08757196	-0.44367617	0.029873215	-0.62681246	0.19290593	0.23238114
0.17412816	-0.333537	-0.19331193	0.37902004	0.46868917	0.23036176	0.30688208	-0.59057117	-0.40961856	0.39325193	0.5443538	0.15367483	-0.47791854	-0.5563087	-0.3423419	-0.15015508
0.1050652	0.6580362	-0.6528436	0.30462104	0.23626235	0.3671471	0.6933484	-0.13789274	0.00025535707	0.26460835	0.26192257	0.24597876	-0.2766692	-0.07179428	-0.5453611	0.05723151
0.4220914	-0.41454303	0.1360585	-0.5209101	0.17325246	-0.40045062	-0.023628425	-0.15720294	0.04466378	-0.025795227	-0.012866841	-0.22924055	0.20903534	0.045517385	0.21980095	0.14775547
0.46549872	0.40688285	0.06335772	-0.7103446	0.31740302	-0.4980137	0.56563693	0.117658846	0.14846925	-0.468734	-0.27587348	-0.36576843	0.4778237	0.5822877	-0.3900274	0.43474227
0.52895194	-0.32398063	0.24106283	-0.58898395	0.5292309	-0.47468445	0.30918258	-0.4198917	-0.22222541	-0.27769145	0.18593282	-0.165129	0.034485046	0.20825459	-0.04912267	0.22742054
0.71922517	0.057716977	0.20998853	-0.5820889	0.5584683	-0.1869821	0.7077937	-0.2214634	-0.28480372	-0.38454705	0.23121245	0.027183797	-0.06820157	0.34835577	-0.23546173	0.08316581
0.44607565	0.001662957	-0.1437741	-0.6079903	-0.04735448	-0.31539622	0.13931471	0.1690898	0.33916938	-0.02203774	-0.282312	-0.13891411	0.4199502	0.27715084	0.027282119	0.17305422
0.16000354	-0.056050897	-0.7570285	-0.24547923	-0.8676693	0.21870178	-0.61374694	0.7962718	0.8226582	0.6301491	-0.8710875	0.08626561	0.872624	-0.15786515	0.8666817	-0.30045903
-0.4614459	0.41860357	-0.66935843	0.26466796	0.022332218	-0.13849802	-0.20235755	-0.3341301	0.10631965	0.44200566	0.019684777	-0.3455215	0.10124756	-0.28728536	-0.52343154	0.41662598
-0.2904938	0.09170877	-0.53668183	0.27585205	-0.13073382	-0.09558044	-0.24969316	-0.16467868	0.13384558	0.4655803	-0.021357657	-0.25955224	0.07732893	-0.38136944	-0.39270803	0.3170586
0.52053654	-0.5983741	-0.10530875	0.09452587	-0.01504785	0.46813676	0.07162799	0.18594599	0.07952797	0.21400043	0.16259132	0.5144886	-0.32982937	-0.2979402	0.6129024	-0.6105956
0.34883317	-0.31304234	0.23765439	-0.31161228	0.4443816	-0.24475026	0.35074392	-0.59480596	-0.39272466	-0.27934363	0.4590317	0.049565718	-0.28692275	-0.0022283674	0.072763525	-0.09855476
0.27412218	-0.76511306	0.055660944	-0.367363	-0.15473564	-0.23365311	-0.29257277	0.14599422	0.2031575	0.25761196	-0.095586106	-0.041712686	0.17141658	-0.32653463	0.61509943	-0.07396274
0.5223579	-0.2402652	-0.1209513	-0.3711071	-0.06251117	0.0038286198	0.050198678	0.33810055	0.24075948	0.0829287	-0.15569544	0.099039875	0.1867278	0.08341793	0.3367852	-0.07339478
